Date,Time,Temperature,Humidity
2020/26/02,12:58:28,28.0,11.0
2020/26/02,13:03:01,29.0,10.0
2020/26/02,13:03:01,29.0,10.0
2020/26/02,13:03:01,29.0,10.0
2020/26/02,13:03:01,29.0,10.0
2020/26/02,13:03:01,29.0,10.0
2020/26/02,13:03:01,28.0,11.0
2020/26/02,13:03:01,28.0,11.0
2020/26/02,13:03:01,28.0,11.0
2020/26/02,13:03:01,28.0,11.0
2020/26/02,13:03:01,28.0,11.0
2020/26/02,13:03:01,28.0,11.0
2020/26/02,13:03:01,28.0,12.0
2020/26/02,13:03:01,28.0,12.0
2020/26/02,13:03:01,28.0,11.0
